date,county,prob_deaths,fips,new_prob_deaths
2020-04-16,garrett,0,24023,0
2020-04-16,harford,4,24025,1
2020-04-16,howard,1,24027,0
2020-04-16,kent,0,24029,0
2020-04-16,montgomery,14,24031,0
2020-04-16,prince_georges,10,24033,0
2020-04-16,queen_annes,0,24035,0
2020-04-16,somerset,0,24039,0
2020-04-16,st_marys,0,24037,0
2020-04-16,talbot,0,24041,0
2020-04-16,washington,0,24043,0
2020-04-16,wicomico,0,24045,0
2020-04-16,worcester,0,24047,0
2020-04-16,unknown,13,NA,0
2020-04-17,allegany,0,24001,0
2020-04-17,anne_arundel,6,24003,0
2020-04-17,baltimore,7,24005,1
2020-04-17,baltimore_city,4,24510,0
2020-04-17,calvert,0,24009,0
2020-04-17,caroline,0,24011,0
2020-04-17,carroll,2,24013,0
2020-04-17,cecil,0,24015,0
2020-04-17,charles,0,24017,0
2020-04-17,dorchester,0,24019,0
2020-04-17,frederick,7,24021,0
2020-04-17,garrett,0,24023,0
2020-04-17,harford,6,24025,2
2020-04-17,howard,1,24027,0
2020-04-17,kent,0,24029,0
2020-04-17,montgomery,15,24031,1
2020-04-17,prince_georges,10,24033,0
2020-04-17,queen_annes,0,24035,0
2020-04-17,somerset,0,24039,0
2020-04-17,st_marys,0,24037,0
2020-04-17,talbot,0,24041,0
2020-04-17,washington,0,24043,0
2020-04-17,wicomico,0,24045,0
2020-04-17,worcester,0,24047,0
2020-04-17,unknown,11,NA,0
2020-04-18,allegany,0,24001,0
2020-04-18,anne_arundel,7,24003,1
2020-04-18,baltimore,7,24005,0
2020-04-18,baltimore_city,3,24510,0
2020-04-18,calvert,0,24009,0
2020-04-18,caroline,0,24011,0
2020-04-18,carroll,2,24013,0
2020-04-18,cecil,0,24015,0
2020-04-18,charles,0,24017,0
2020-04-18,dorchester,0,24019,0
2020-04-18,frederick,8,24021,1
2020-04-18,garrett,0,24023,0
2020-04-18,harford,5,24025,0
2020-04-18,howard,2,24027,1
2020-04-18,kent,0,24029,0
2020-04-18,montgomery,16,24031,1
2020-04-18,prince_georges,10,24033,0
2020-04-18,queen_annes,0,24035,0
2020-04-18,somerset,0,24039,0
2020-04-18,st_marys,0,24037,0
2020-04-18,talbot,0,24041,0
2020-04-18,washington,0,24043,0
2020-04-18,wicomico,0,24045,0
2020-04-18,worcester,0,24047,0
2020-04-18,unknown,11,NA,0
2020-04-19,allegany,0,24001,0
2020-04-19,anne_arundel,6,24003,0
2020-04-19,baltimore,6,24005,0
2020-04-19,baltimore_city,5,24510,2
2020-04-19,calvert,0,24009,0
2020-04-19,caroline,0,24011,0
2020-04-19,carroll,1,24013,0
2020-04-19,cecil,0,24015,0
2020-04-19,charles,0,24017,0
2020-04-19,dorchester,0,24019,0
2020-04-19,frederick,5,24021,0
2020-04-19,garrett,0,24023,0
2020-04-19,harford,5,24025,0
2020-04-19,howard,1,24027,0
2020-04-19,kent,0,24029,0
2020-04-19,montgomery,16,24031,0
2020-04-19,prince_georges,7,24033,0
2020-04-19,queen_annes,0,24035,0
2020-04-19,somerset,0,24039,0
2020-04-19,st_marys,0,24037,0
2020-04-19,talbot,0,24041,0
2020-04-19,washington,0,24043,0
2020-04-19,wicomico,0,24045,0
2020-04-19,worcester,0,24047,0
2020-04-19,unknown,10,NA,0
2020-04-20,allegany,0,24001,0
2020-04-20,anne_arundel,6,24003,0
2020-04-20,baltimore,6,24005,0
2020-04-20,baltimore_city,5,24510,0
2020-04-20,calvert,0,24009,0
2020-04-20,caroline,0,24011,0
2020-04-20,carroll,1,24013,0
2020-04-20,cecil,0,24015,0
2020-04-20,charles,1,24017,1
2020-04-20,dorchester,0,24019,0
2020-04-20,frederick,5,24021,0
2020-04-20,garrett,0,24023,0
2020-04-20,harford,5,24025,0
2020-04-20,howard,1,24027,0
2020-04-20,kent,0,24029,0
2020-04-20,montgomery,17,24031,1
2020-04-20,prince_georges,9,24033,2
2020-04-20,queen_annes,0,24035,0
2020-04-20,somerset,0,24039,0
2020-04-20,st_marys,0,24037,0
2020-04-20,talbot,0,24041,0
2020-04-20,washington,0,24043,0
2020-04-20,wicomico,0,24045,0
2020-04-20,worcester,0,24047,0
2020-04-20,unknown,10,NA,0
2020-04-21,allegany,0,24001,0
2020-04-21,anne_arundel,7,24003,1
2020-04-21,baltimore,7,24005,1
2020-04-21,baltimore_city,5,24510,0
2020-04-21,calvert,0,24009,0
2020-04-21,caroline,0,24011,0
2020-04-21,carroll,0,24013,0
2020-04-21,cecil,0,24015,0
2020-04-21,charles,1,24017,0
2020-04-21,dorchester,0,24019,0
2020-04-21,frederick,5,24021,0
2020-04-21,garrett,0,24023,0
2020-04-21,harford,6,24025,1
2020-04-21,howard,1,24027,0
2020-04-21,kent,0,24029,0
2020-04-21,montgomery,17,24031,0
2020-04-21,prince_georges,7,24033,0
2020-04-21,queen_annes,0,24035,0
2020-04-21,somerset,0,24039,0
2020-04-21,st_marys,0,24037,0
2020-04-21,talbot,0,24041,0
2020-04-21,washington,0,24043,0
2020-04-21,wicomico,0,24045,0
2020-04-21,worcester,0,24047,0
2020-04-21,unknown,12,NA,2
2020-04-22,allegany,0,24001,0
2020-04-22,anne_arundel,7,24003,0
2020-04-22,baltimore,9,24005,2
2020-04-22,baltimore_city,6,24510,1
2020-04-22,calvert,0,24009,0
2020-04-22,caroline,0,24011,0
2020-04-22,carroll,0,24013,0
2020-04-22,cecil,0,24015,0
2020-04-22,charles,1,24017,0
2020-04-22,dorchester,0,24019,0
2020-04-22,frederick,6,24021,1
2020-04-22,garrett,0,24023,0
2020-04-22,harford,6,24025,0
2020-04-22,howard,1,24027,0
2020-04-22,kent,0,24029,0
2020-04-22,montgomery,16,24031,0
2020-04-22,prince_georges,7,24033,0
2020-04-22,queen_annes,0,24035,0
2020-04-22,somerset,0,24039,0
2020-04-22,st_marys,0,24037,0
2020-04-22,talbot,0,24041,0
2020-04-22,washington,0,24043,0
2020-04-22,wicomico,0,24045,0
2020-04-22,worcester,0,24047,0
2020-04-22,unknown,8,NA,0
2020-04-23,allegany,0,24001,0
2020-04-23,anne_arundel,7,24003,0
2020-04-23,baltimore,9,24005,0
2020-04-23,baltimore_city,6,24510,0
2020-04-23,calvert,0,24009,0
2020-04-23,caroline,0,24011,0
2020-04-23,carroll,0,24013,0
2020-04-23,cecil,0,24015,0
2020-04-23,charles,1,24017,0
2020-04-23,dorchester,0,24019,0
2020-04-23,frederick,6,24021,0
2020-04-23,garrett,0,24023,0
2020-04-23,harford,6,24025,0
2020-04-23,howard,1,24027,0
2020-04-23,kent,0,24029,0
2020-04-23,montgomery,18,24031,2
2020-04-23,prince_georges,9,24033,2
2020-04-23,queen_annes,0,24035,0
2020-04-23,somerset,0,24039,0
2020-04-23,st_marys,0,24037,0
2020-04-23,talbot,0,24041,0
2020-04-23,washington,0,24043,0
2020-04-23,wicomico,0,24045,0
2020-04-23,worcester,0,24047,0
2020-04-23,unknown,5,NA,0
2020-04-24,allegany,0,24001,0
2020-04-24,anne_arundel,7,24003,0
2020-04-24,baltimore,8,24005,0
2020-04-24,baltimore_city,6,24510,0
2020-04-24,calvert,0,24009,0
2020-04-24,caroline,0,24011,0
2020-04-24,carroll,0,24013,0
2020-04-24,cecil,0,24015,0
2020-04-24,charles,1,24017,0
2020-04-24,dorchester,0,24019,0
2020-04-24,frederick,6,24021,0
2020-04-24,garrett,0,24023,0
2020-04-24,harford,6,24025,0
2020-04-24,howard,1,24027,0
2020-04-24,kent,0,24029,0
2020-04-24,montgomery,19,24031,1
2020-04-24,prince_georges,11,24033,2
2020-04-24,queen_annes,0,24035,0
2020-04-24,somerset,0,24039,0
2020-04-24,st_marys,0,24037,0
2020-04-24,talbot,0,24041,0
2020-04-24,washington,0,24043,0
2020-04-24,wicomico,0,24045,0
2020-04-24,worcester,0,24047,0
2020-04-24,unknown,9,NA,4
2020-04-25,allegany,0,24001,0
2020-04-25,anne_arundel,8,24003,1
2020-04-25,baltimore,10,24005,2
2020-04-25,baltimore_city,6,24510,0
2020-04-25,calvert,0,24009,0
2020-04-25,caroline,0,24011,0
2020-04-25,carroll,0,24013,0
2020-04-25,cecil,0,24015,0
2020-04-25,charles,1,24017,0
2020-04-25,dorchester,0,24019,0
2020-04-25,frederick,6,24021,0
2020-04-25,garrett,0,24023,0
2020-04-25,harford,7,24025,1
2020-04-25,howard,1,24027,0
2020-04-25,kent,0,24029,0
2020-04-25,montgomery,19,24031,0
2020-04-25,prince_georges,11,24033,0
2020-04-25,queen_annes,0,24035,0
2020-04-25,somerset,0,24039,0
2020-04-25,st_marys,0,24037,0
2020-04-25,talbot,0,24041,0
2020-04-25,washington,0,24043,0
2020-04-25,wicomico,0,24045,0
2020-04-25,worcester,0,24047,0
2020-04-25,unknown,9,NA,0
2020-04-26,allegany,0,24001,0
2020-04-26,anne_arundel,8,24003,0
2020-04-26,baltimore,10,24005,0
2020-04-26,baltimore_city,6,24510,0
2020-04-26,calvert,0,24009,0
2020-04-26,caroline,0,24011,0
2020-04-26,carroll,0,24013,0
2020-04-26,cecil,0,24015,0
2020-04-26,charles,1,24017,0
2020-04-26,dorchester,0,24019,0
2020-04-26,frederick,6,24021,0
2020-04-26,garrett,0,24023,0
2020-04-26,harford,7,24025,0
2020-04-26,howard,1,24027,0
2020-04-26,kent,0,24029,0
2020-04-26,montgomery,20,24031,1
2020-04-26,prince_georges,11,24033,0
2020-04-26,queen_annes,0,24035,0
2020-04-26,somerset,0,24039,0
2020-04-26,st_marys,0,24037,0
2020-04-26,talbot,0,24041,0
2020-04-26,washington,0,24043,0
2020-04-26,wicomico,0,24045,0
2020-04-26,worcester,0,24047,0
2020-04-26,unknown,13,NA,4
2020-04-27,allegany,0,24001,0
2020-04-27,anne_arundel,8,24003,0
2020-04-27,baltimore,11,24005,1
2020-04-27,baltimore_city,6,24510,0
2020-04-27,calvert,0,24009,0
2020-04-27,caroline,0,24011,0
2020-04-27,carroll,0,24013,0
2020-04-27,cecil,0,24015,0
2020-04-27,charles,1,24017,0
2020-04-27,dorchester,0,24019,0
2020-04-27,frederick,6,24021,0
2020-04-27,garrett,0,24023,0
2020-04-27,harford,7,24025,0
2020-04-27,howard,1,24027,0
2020-04-27,kent,0,24029,0
2020-04-27,montgomery,20,24031,0
2020-04-27,prince_georges,11,24033,0
2020-04-27,queen_annes,0,24035,0
2020-04-27,somerset,0,24039,0
2020-04-27,st_marys,0,24037,0
2020-04-27,talbot,0,24041,0
2020-04-27,washington,0,24043,0
2020-04-27,wicomico,0,24045,0
2020-04-27,worcester,0,24047,0
2020-04-27,unknown,16,NA,3
2020-04-28,allegany,0,24001,0
2020-04-28,anne_arundel,8,24003,0
2020-04-28,baltimore,13,24005,2
2020-04-28,baltimore_city,7,24510,1
2020-04-28,calvert,0,24009,0
2020-04-28,caroline,0,24011,0
2020-04-28,carroll,0,24013,0
2020-04-28,cecil,0,24015,0
2020-04-28,charles,1,24017,0
2020-04-28,dorchester,0,24019,0
2020-04-28,frederick,6,24021,0
2020-04-28,garrett,0,24023,0
2020-04-28,harford,7,24025,0
2020-04-28,howard,1,24027,0
2020-04-28,kent,0,24029,0
2020-04-28,montgomery,20,24031,0
2020-04-28,prince_georges,11,24033,0
2020-04-28,queen_annes,0,24035,0
2020-04-28,somerset,0,24039,0
2020-04-28,st_marys,0,24037,0
2020-04-28,talbot,0,24041,0
2020-04-28,washington,0,24043,0
2020-04-28,wicomico,0,24045,0
2020-04-28,worcester,0,24047,0
2020-04-28,unknown,13,NA,0
2020-04-29,allegany,0,24001,0
2020-04-29,anne_arundel,8,24003,0
2020-04-29,baltimore,14,24005,1
2020-04-29,baltimore_city,7,24510,0
2020-04-29,calvert,0,24009,0
2020-04-29,caroline,0,24011,0
2020-04-29,carroll,0,24013,0
2020-04-29,cecil,0,24015,0
2020-04-29,charles,1,24017,0
2020-04-29,dorchester,0,24019,0
2020-04-29,frederick,6,24021,0
2020-04-29,garrett,0,24023,0
2020-04-29,harford,7,24025,0
2020-04-29,howard,1,24027,0
2020-04-29,kent,0,24029,0
2020-04-29,montgomery,24,24031,4
2020-04-29,prince_georges,11,24033,0
2020-04-29,queen_annes,0,24035,0
2020-04-29,somerset,0,24039,0
2020-04-29,st_marys,1,24037,1
2020-04-29,talbot,0,24041,0
2020-04-29,washington,0,24043,0
2020-04-29,wicomico,0,24045,0
2020-04-29,worcester,0,24047,0
2020-04-29,unknown,13,NA,0
2020-04-30,allegany,0,24001,0
2020-04-30,anne_arundel,8,24003,0
2020-04-30,baltimore,13,24005,0
2020-04-30,baltimore_city,8,24510,1
2020-04-30,calvert,0,24009,0
2020-04-30,caroline,0,24011,0
2020-04-30,carroll,0,24013,0
2020-04-30,cecil,0,24015,0
2020-04-30,charles,1,24017,0
2020-04-30,dorchester,0,24019,0
2020-04-30,frederick,7,24021,1
2020-04-30,garrett,0,24023,0
2020-04-30,harford,7,24025,0
2020-04-30,howard,1,24027,0
2020-04-30,kent,0,24029,0
2020-04-30,montgomery,26,24031,2
2020-04-30,prince_georges,11,24033,0
2020-04-30,queen_annes,0,24035,0
2020-04-30,somerset,0,24039,0
2020-04-30,st_marys,1,24037,0
2020-04-30,talbot,0,24041,0
2020-04-30,washington,0,24043,0
2020-04-30,wicomico,0,24045,0
2020-04-30,worcester,0,24047,0
2020-04-30,unknown,10,NA,0
2020-05-01,allegany,0,24001,0
2020-05-01,anne_arundel,8,24003,0
2020-05-01,baltimore,13,24005,0
2020-05-01,baltimore_city,9,24510,1
2020-05-01,calvert,0,24009,0
2020-05-01,caroline,0,24011,0
2020-05-01,carroll,0,24013,0
2020-05-01,cecil,0,24015,0
2020-05-01,charles,2,24017,1
2020-05-01,dorchester,0,24019,0
2020-05-01,frederick,7,24021,0
2020-05-01,garrett,0,24023,0
2020-05-01,harford,6,24025,0
2020-05-01,howard,1,24027,0
2020-05-01,kent,0,24029,0
2020-05-01,montgomery,26,24031,0
2020-05-01,prince_georges,12,24033,1
2020-05-01,queen_annes,0,24035,0
2020-05-01,somerset,0,24039,0
2020-05-01,st_marys,0,24037,0
2020-05-01,talbot,0,24041,0
2020-05-01,washington,0,24043,0
2020-05-01,wicomico,0,24045,0
2020-05-01,worcester,1,24047,1
2020-05-01,unknown,9,NA,0
2020-05-02,allegany,0,24001,0
2020-05-02,anne_arundel,8,24003,0
2020-05-02,baltimore,14,24005,1
2020-05-02,baltimore_city,9,24510,0
2020-05-02,calvert,1,24009,1
2020-05-02,caroline,0,24011,0
2020-05-02,carroll,0,24013,0
2020-05-02,cecil,0,24015,0
2020-05-02,charles,2,24017,0
2020-05-02,dorchester,0,24019,0
2020-05-02,frederick,7,24021,0
2020-05-02,garrett,0,24023,0
2020-05-02,harford,6,24025,0
2020-05-02,howard,1,24027,0
2020-05-02,kent,0,24029,0
2020-05-02,montgomery,26,24031,0
2020-05-02,prince_georges,12,24033,0
2020-05-02,queen_annes,0,24035,0
2020-05-02,somerset,0,24039,0
2020-05-02,st_marys,0,24037,0
2020-05-02,talbot,0,24041,0
2020-05-02,washington,0,24043,0
2020-05-02,wicomico,0,24045,0
2020-05-02,worcester,1,24047,0
2020-05-02,unknown,8,NA,0
2020-05-03,allegany,0,24001,0
2020-05-03,anne_arundel,8,24003,0
2020-05-03,baltimore,14,24005,0
2020-05-03,baltimore_city,9,24510,0
2020-05-03,calvert,1,24009,0
2020-05-03,caroline,0,24011,0
2020-05-03,carroll,0,24013,0
2020-05-03,cecil,0,24015,0
2020-05-03,charles,3,24017,1
2020-05-03,dorchester,0,24019,0
2020-05-03,frederick,7,24021,0
2020-05-03,garrett,0,24023,0
2020-05-03,harford,6,24025,0
2020-05-03,howard,1,24027,0
2020-05-03,kent,0,24029,0
2020-05-03,montgomery,27,24031,1
2020-05-03,prince_georges,12,24033,0
2020-05-03,queen_annes,0,24035,0
2020-05-03,somerset,0,24039,0
2020-05-03,st_marys,0,24037,0
2020-05-03,talbot,0,24041,0
2020-05-03,washington,0,24043,0
2020-05-03,wicomico,0,24045,0
2020-05-03,worcester,1,24047,0
2020-05-03,unknown,10,NA,2
2020-05-04,allegany,0,24001,0
2020-05-04,anne_arundel,8,24003,0
2020-05-04,baltimore,15,24005,1
2020-05-04,baltimore_city,9,24510,0
2020-05-04,calvert,1,24009,0
2020-05-04,caroline,0,24011,0
2020-05-04,carroll,0,24013,0
2020-05-04,cecil,0,24015,0
2020-05-04,charles,3,24017,0
2020-05-04,dorchester,0,24019,0
2020-05-04,frederick,7,24021,0
2020-05-04,garrett,0,24023,0
2020-05-04,harford,6,24025,0
2020-05-04,howard,1,24027,0
2020-05-04,kent,0,24029,0
2020-05-04,montgomery,27,24031,0
2020-05-04,prince_georges,13,24033,1
2020-05-04,queen_annes,0,24035,0
2020-05-04,somerset,0,24039,0
2020-05-04,st_marys,0,24037,0
2020-05-04,talbot,0,24041,0
2020-05-04,washington,0,24043,0
2020-05-04,wicomico,0,24045,0
2020-05-04,worcester,1,24047,0
2020-05-04,unknown,10,NA,0
2020-05-05,allegany,0,24001,0
2020-05-05,anne_arundel,9,24003,1
2020-05-05,baltimore,15,24005,0
2020-05-05,baltimore_city,9,24510,0
2020-05-05,calvert,1,24009,0
2020-05-05,caroline,0,24011,0
2020-05-05,carroll,0,24013,0
2020-05-05,cecil,0,24015,0
2020-05-05,charles,3,24017,0
2020-05-05,dorchester,0,24019,0
2020-05-05,frederick,7,24021,0
2020-05-05,garrett,0,24023,0
2020-05-05,harford,4,24025,0
2020-05-05,howard,1,24027,0
2020-05-05,kent,0,24029,0
2020-05-05,montgomery,28,24031,1
2020-05-05,prince_georges,15,24033,2
2020-05-05,queen_annes,0,24035,0
2020-05-05,somerset,0,24039,0
2020-05-05,st_marys,0,24037,0
2020-05-05,talbot,0,24041,0
2020-05-05,washington,0,24043,0
2020-05-05,wicomico,0,24045,0
2020-05-05,worcester,1,24047,0
2020-05-05,unknown,7,NA,0
2020-05-06,allegany,0,24001,0
2020-05-06,anne_arundel,9,24003,0
2020-05-06,baltimore,14,24005,0
2020-05-06,baltimore_city,9,24510,0
2020-05-06,calvert,1,24009,0
2020-05-06,caroline,0,24011,0
2020-05-06,carroll,0,24013,0
2020-05-06,cecil,0,24015,0
2020-05-06,charles,3,24017,0
2020-05-06,dorchester,0,24019,0
2020-05-06,frederick,7,24021,0
2020-05-06,garrett,0,24023,0
2020-05-06,harford,4,24025,0
2020-05-06,howard,1,24027,0
2020-05-06,kent,0,24029,0
2020-05-06,montgomery,29,24031,1
2020-05-06,prince_georges,15,24033,0
2020-05-06,queen_annes,0,24035,0
2020-05-06,somerset,0,24039,0
2020-05-06,st_marys,0,24037,0
2020-05-06,talbot,0,24041,0
2020-05-06,washington,0,24043,0
2020-05-06,wicomico,0,24045,0
2020-05-06,worcester,1,24047,0
2020-05-06,unknown,6,NA,0
2020-05-07,allegany,0,24001,0
2020-05-07,anne_arundel,9,24003,0
2020-05-07,baltimore,14,24005,0
2020-05-07,baltimore_city,9,24510,0
2020-05-07,calvert,1,24009,0
2020-05-07,caroline,0,24011,0
2020-05-07,carroll,0,24013,0
2020-05-07,cecil,0,24015,0
2020-05-07,charles,3,24017,0
2020-05-07,dorchester,0,24019,0
2020-05-07,frederick,7,24021,0
2020-05-07,garrett,0,24023,0
2020-05-07,harford,4,24025,0
2020-05-07,howard,1,24027,0
2020-05-07,kent,0,24029,0
2020-05-07,montgomery,30,24031,1
2020-05-07,prince_georges,15,24033,0
2020-05-07,queen_annes,0,24035,0
2020-05-07,somerset,0,24039,0
2020-05-07,st_marys,0,24037,0
2020-05-07,talbot,0,24041,0
2020-05-07,washington,0,24043,0
2020-05-07,wicomico,0,24045,0
2020-05-07,worcester,1,24047,0
2020-05-07,unknown,8,NA,2
2020-05-08,allegany,0,24001,0
2020-05-08,anne_arundel,10,24003,1
2020-05-08,baltimore,15,24005,1
2020-05-08,baltimore_city,9,24510,0
2020-05-08,calvert,1,24009,0
2020-05-08,caroline,0,24011,0
2020-05-08,carroll,0,24013,0
2020-05-08,cecil,0,24015,0
2020-05-08,charles,3,24017,0
2020-05-08,dorchester,0,24019,0
2020-05-08,frederick,6,24021,0
2020-05-08,garrett,0,24023,0
2020-05-08,harford,4,24025,0
2020-05-08,howard,1,24027,0
2020-05-08,kent,0,24029,0
2020-05-08,montgomery,31,24031,1
2020-05-08,prince_georges,16,24033,1
2020-05-08,queen_annes,0,24035,0
2020-05-08,somerset,0,24039,0
2020-05-08,st_marys,0,24037,0
2020-05-08,talbot,0,24041,0
2020-05-08,washington,0,24043,0
2020-05-08,wicomico,0,24045,0
2020-05-08,worcester,1,24047,0
2020-05-08,unknown,10,NA,2
2020-05-09,allegany,0,24001,0
2020-05-09,anne_arundel,9,24003,0
2020-05-09,baltimore,16,24005,1
2020-05-09,baltimore_city,9,24510,0
2020-05-09,calvert,1,24009,0
2020-05-09,caroline,0,24011,0
2020-05-09,carroll,0,24013,0
2020-05-09,cecil,0,24015,0
2020-05-09,charles,1,24017,0
2020-05-09,dorchester,0,24019,0
2020-05-09,frederick,6,24021,0
2020-05-09,garrett,0,24023,0
2020-05-09,harford,4,24025,0
2020-05-09,howard,1,24027,0
2020-05-09,kent,0,24029,0
2020-05-09,montgomery,33,24031,2
2020-05-09,prince_georges,16,24033,0
2020-05-09,queen_annes,0,24035,0
2020-05-09,somerset,0,24039,0
2020-05-09,st_marys,0,24037,0
2020-05-09,talbot,0,24041,0
2020-05-09,washington,0,24043,0
2020-05-09,wicomico,0,24045,0
2020-05-09,worcester,1,24047,0
2020-05-09,unknown,7,NA,0
2020-05-10,allegany,0,24001,0
2020-05-10,anne_arundel,9,24003,0
2020-05-10,baltimore,16,24005,0
2020-05-10,baltimore_city,9,24510,0
2020-05-10,calvert,1,24009,0
2020-05-10,caroline,0,24011,0
2020-05-10,carroll,0,24013,0
2020-05-10,cecil,0,24015,0
2020-05-10,charles,1,24017,0
2020-05-10,dorchester,0,24019,0
2020-05-10,frederick,6,24021,0
2020-05-10,garrett,0,24023,0
2020-05-10,harford,4,24025,0
2020-05-10,howard,1,24027,0
2020-05-10,kent,0,24029,0
2020-05-10,montgomery,34,24031,1
2020-05-10,prince_georges,16,24033,0
2020-05-10,queen_annes,0,24035,0
2020-05-10,somerset,0,24039,0
2020-05-10,st_marys,0,24037,0
2020-05-10,talbot,0,24041,0
2020-05-10,washington,0,24043,0
2020-05-10,wicomico,0,24045,0
2020-05-10,worcester,1,24047,0
2020-05-10,unknown,8,NA,1
2020-05-11,allegany,0,24001,0
2020-05-11,anne_arundel,9,24003,0
2020-05-11,baltimore,16,24005,0
2020-05-11,baltimore_city,9,24510,0
2020-05-11,calvert,1,24009,0
2020-05-11,caroline,0,24011,0
2020-05-11,carroll,0,24013,0
2020-05-11,cecil,0,24015,0
2020-05-11,charles,1,24017,0
2020-05-11,dorchester,0,24019,0
2020-05-11,frederick,6,24021,0
2020-05-11,garrett,0,24023,0
2020-05-11,harford,4,24025,0
2020-05-11,howard,1,24027,0
2020-05-11,kent,0,24029,0
2020-05-11,montgomery,35,24031,1
2020-05-11,prince_georges,17,24033,1
2020-05-11,queen_annes,0,24035,0
2020-05-11,somerset,0,24039,0
2020-05-11,st_marys,0,24037,0
2020-05-11,talbot,0,24041,0
2020-05-11,washington,0,24043,0
2020-05-11,wicomico,0,24045,0
2020-05-11,worcester,1,24047,0
2020-05-11,unknown,10,NA,2
2020-05-12,allegany,0,24001,0
2020-05-12,anne_arundel,10,24003,1
2020-05-12,baltimore,16,24005,0
2020-05-12,baltimore_city,9,24510,0
2020-05-12,calvert,1,24009,0
2020-05-12,caroline,0,24011,0
2020-05-12,carroll,0,24013,0
2020-05-12,cecil,0,24015,0
2020-05-12,charles,1,24017,0
2020-05-12,dorchester,0,24019,0
2020-05-12,frederick,6,24021,0
2020-05-12,garrett,0,24023,0
2020-05-12,harford,4,24025,0
2020-05-12,howard,1,24027,0
2020-05-12,kent,0,24029,0
2020-05-12,montgomery,34,24031,0
2020-05-12,prince_georges,18,24033,1
2020-05-12,queen_annes,0,24035,0
2020-05-12,somerset,0,24039,0
2020-05-12,st_marys,0,24037,0
2020-05-12,talbot,0,24041,0
2020-05-12,washington,0,24043,0
2020-05-12,wicomico,0,24045,0
2020-05-12,worcester,1,24047,0
2020-05-12,unknown,12,NA,2
2020-05-13,allegany,0,24001,0
2020-05-13,anne_arundel,10,24003,0
2020-05-13,baltimore,15,24005,0
2020-05-13,baltimore_city,9,24510,0
2020-05-13,calvert,1,24009,0
2020-05-13,caroline,0,24011,0
2020-05-13,carroll,0,24013,0
2020-05-13,cecil,0,24015,0
2020-05-13,charles,1,24017,0
2020-05-13,dorchester,0,24019,0
2020-05-13,frederick,6,24021,0
2020-05-13,garrett,0,24023,0
2020-05-13,harford,4,24025,0
2020-05-13,howard,2,24027,1
2020-05-13,kent,0,24029,0
2020-05-13,montgomery,36,24031,2
2020-05-13,prince_georges,19,24033,1
2020-05-13,queen_annes,0,24035,0
2020-05-13,somerset,0,24039,0
2020-05-13,st_marys,0,24037,0
2020-05-13,talbot,0,24041,0
2020-05-13,washington,0,24043,0
2020-05-13,wicomico,0,24045,0
2020-05-13,worcester,1,24047,0
2020-05-13,unknown,11,NA,0
2020-05-14,allegany,0,24001,0
2020-05-14,anne_arundel,9,24003,0
2020-05-14,baltimore,16,24005,1
2020-05-14,baltimore_city,9,24510,0
2020-05-14,calvert,1,24009,0
2020-05-14,caroline,0,24011,0
2020-05-14,carroll,0,24013,0
2020-05-14,cecil,0,24015,0
2020-05-14,charles,2,24017,1
2020-05-14,dorchester,0,24019,0
2020-05-14,frederick,6,24021,0
2020-05-14,garrett,0,24023,0
2020-05-14,harford,4,24025,0
2020-05-14,howard,2,24027,0
2020-05-14,kent,0,24029,0
2020-05-14,montgomery,40,24031,4
2020-05-14,prince_georges,19,24033,0
2020-05-14,queen_annes,0,24035,0
2020-05-14,somerset,0,24039,0
2020-05-14,st_marys,0,24037,0
2020-05-14,talbot,0,24041,0
2020-05-14,washington,0,24043,0
2020-05-14,wicomico,0,24045,0
2020-05-14,worcester,1,24047,0
2020-05-14,unknown,9,NA,0
2020-05-15,allegany,0,24001,0
2020-05-15,anne_arundel,8,24003,0
2020-05-15,baltimore,17,24005,1
2020-05-15,baltimore_city,9,24510,0
2020-05-15,calvert,1,24009,0
2020-05-15,caroline,0,24011,0
2020-05-15,carroll,0,24013,0
2020-05-15,cecil,0,24015,0
2020-05-15,charles,2,24017,0
2020-05-15,dorchester,0,24019,0
2020-05-15,frederick,7,24021,1
2020-05-15,garrett,0,24023,0
2020-05-15,harford,4,24025,0
2020-05-15,howard,2,24027,0
2020-05-15,kent,0,24029,0
2020-05-15,montgomery,38,24031,0
2020-05-15,prince_georges,20,24033,1
2020-05-15,queen_annes,0,24035,0
2020-05-15,somerset,0,24039,0
2020-05-15,st_marys,0,24037,0
2020-05-15,talbot,0,24041,0
2020-05-15,washington,0,24043,0
2020-05-15,wicomico,0,24045,0
2020-05-15,worcester,1,24047,0
2020-05-15,unknown,10,NA,1
2020-05-16,allegany,0,24001,0
2020-05-16,anne_arundel,8,24003,0
2020-05-16,baltimore,17,24005,0
2020-05-16,baltimore_city,8,24510,0
2020-05-16,calvert,1,24009,0
2020-05-16,caroline,0,24011,0
2020-05-16,carroll,0,24013,0
2020-05-16,cecil,0,24015,0
2020-05-16,charles,2,24017,0
2020-05-16,dorchester,0,24019,0
2020-05-16,frederick,7,24021,0
2020-05-16,garrett,0,24023,0
2020-05-16,harford,3,24025,0
2020-05-16,howard,2,24027,0
2020-05-16,kent,0,24029,0
2020-05-16,montgomery,38,24031,0
2020-05-16,prince_georges,21,24033,1
2020-05-16,queen_annes,0,24035,0
2020-05-16,somerset,0,24039,0
2020-05-16,st_marys,0,24037,0
