county,fips,date,cases,deaths,prob_deaths,new_cases,new_deaths,new_prob_deaths,population,cases_per_100k,deaths_per_100k,prob_deaths_per_100k
baltimore_city,24510,2020-08-27,14243,436,19,71,1,0,614700,2317.0652350740197,70.92890841060681,3.0909386692695624
calvert,24009,2020-08-27,772,27,1,4,0,0,91082,847.5878878373334,29.64361783887047,1.0979117718100173
caroline,24011,2020-08-27,485,3,0,4,0,0,32875,1475.2851711026615,9.125475285171103,0
carroll,24013,2020-08-27,1665,119,3,5,1,0,167522,993.8993087475078,71.03544609066272,1.790809565310825
cecil,24015,2020-08-27,768,30,1,2,0,0,102517,749.1440444023917,29.263439234468432,0.975447974482281
charles,24017,2020-08-27,2331,91,2,12,0,0,157671,1478.3948855528283,57.71511565221252,1.268464080268407
dorchester,24019,2020-08-27,437,6,0,7,1,0,32261,1354.57673351725,18.598307554012585,0
frederick,24021,2020-08-27,3413,116,7,9,0,0,248472,1373.5954151775652,46.68534080298787,2.817218841559612
garrett,24023,2020-08-27,62,0,0,0,0,0,29376,211.0566448801743,0,0
harford,24025,2020-08-27,2381,66,3,24,0,0,251025,948.5111044716662,26.292201971915144,1.1951000896325068
howard,24027,2020-08-27,4300,111,6,18,0,0,315327,1363.6637522318101,35.20155267389091,1.9027866310211303
kent,24029,2020-08-27,260,22,1,4,0,0,19593,1327.004542438626,112.28499974480681,5.103863624763946
montgomery,24031,2020-08-27,19733,779,39,87,2,0,1040133,1897.1612284198272,74.89426832914637,3.7495204940137463
prince_georges,24033,2020-08-27,25817,762,23,112,2,0,906202,2848.9233084897187,84.0872123433848,2.538065464432875
queen_annes,24035,2020-08-27,526,25,1,2,0,0,49355,1065.748151149833,50.65342923715935,2.026137169486374
somerset,24039,2020-08-27,187,3,0,4,0,0,25737,726.5804095271399,11.656370206317751,0
st_marys,24037,2020-08-27,1091,55,0,2,1,0,111531,978.203369466785,49.31364374030539,0
talbot,24041,2020-08-27,461,4,0,2,0,0,37211,1238.8809760554675,10.749509553626615,0
washington,24043,2020-08-27,1267,32,0,9,0,0,149811,845.7322893512493,21.36024724486186,0
wicomico,24045,2020-08-27,1506,47,0,18,0,0,102172,1473.9850448263712,46.00086129272208,0
worcester,24047,2020-08-27,794,22,1,9,0,0,51564,1539.8339927080908,42.665425490652396,1.9393375223023814
allegany,24001,2020-08-28,392,20,0,3,0,0,71977,544.6184197729831,27.786654070050155,0
anne_arundel,24003,2020-08-28,8190,223,10,58,1,0,567696,1442.6735435867083,39.281587328429296,1.7615061582255294
baltimore,24005,2020-08-28,15149,575,23,106,0,0,827625,1830.4183658057698,69.4759099833862,2.7790363993354474
baltimore_city,24510,2020-08-28,14312,438,20,69,2,1,614700,2328.290222872946,71.25427037579307,3.2536196518626976
calvert,24009,2020-08-28,779,27,1,7,0,0,91082,855.2732702400034,29.64361783887047,1.0979117718100173
caroline,24011,2020-08-28,489,3,0,4,0,0,32875,1487.4524714828897,9.125475285171103,0
carroll,24013,2020-08-28,1669,120,3,4,1,0,167522,996.2870548345888,71.63238261243299,1.790809565310825
cecil,24015,2020-08-28,769,30,1,1,0,0,102517,750.1194923768741,29.263439234468432,0.975447974482281
charles,24017,2020-08-28,2346,91,2,15,0,0,157671,1487.9083661548414,57.71511565221252,1.268464080268407
dorchester,24019,2020-08-28,443,6,0,6,0,0,32261,1373.1750410712625,18.598307554012585,0
frederick,24021,2020-08-28,3430,117,7,17,1,0,248472,1380.4372323642099,47.08780063749638,2.817218841559612
garrett,24023,2020-08-28,63,0,0,1,0,0,29376,214.4607843137255,0,0
harford,24025,2020-08-28,2408,66,3,27,0,0,251025,959.2670052783587,26.292201971915144,1.1951000896325068
howard,24027,2020-08-28,4325,111,6,25,0,0,315327,1371.5920298610647,35.20155267389091,1.9027866310211303
kent,24029,2020-08-28,260,22,1,0,0,0,19593,1327.004542438626,112.28499974480681,5.103863624763946
montgomery,24031,2020-08-28,19806,779,39,73,0,0,1040133,1904.1795616522118,74.89426832914637,3.7495204940137463
prince_georges,24033,2020-08-28,25963,762,23,146,0,0,906202,2865.034506655249,84.0872123433848,2.538065464432875
queen_annes,24035,2020-08-28,533,25,1,7,0,0,49355,1079.9311113362373,50.65342923715935,2.026137169486374
somerset,24039,2020-08-28,191,3,0,4,0,0,25737,742.1222364688969,11.656370206317751,0
st_marys,24037,2020-08-28,1096,55,0,5,0,0,111531,982.686427988631,49.31364374030539,0
talbot,24041,2020-08-28,463,4,0,2,0,0,37211,1244.2557308322807,10.749509553626615,0
washington,24043,2020-08-28,1273,32,0,6,0,0,149811,849.7373357096608,21.36024724486186,0
wicomico,24045,2020-08-28,1522,47,0,16,0,0,102172,1489.6449125004895,46.00086129272208,0
worcester,24047,2020-08-28,793,22,1,0,0,0,51564,1537.8946551857885,42.665425490652396,1.9393375223023814
allegany,24001,2020-08-29,391,20,0,0,0,0,71977,543.2290870694806,27.786654070050155,0
anne_arundel,24003,2020-08-29,8264,226,10,74,3,0,567696,1455.7086891575773,39.81003917589696,1.7615061582255294
baltimore,24005,2020-08-29,15274,577,23,125,2,0,827625,1845.52182449781,69.71756532245884,2.7790363993354474
baltimore_city,24510,2020-08-29,14383,440,20,71,2,0,614700,2339.8405726370584,71.57963234097934,3.2536196518626976
calvert,24009,2020-08-29,783,27,1,4,0,0,91082,859.6649173272436,29.64361783887047,1.0979117718100173
caroline,24011,2020-08-29,496,3,0,7,0,0,32875,1508.745247148289,9.125475285171103,0
carroll,24013,2020-08-29,1679,120,3,10,0,0,167522,1002.2564200522917,71.63238261243299,1.790809565310825
cecil,24015,2020-08-29,776,30,1,7,0,0,102517,756.9476281982501,29.263439234468432,0.975447974482281
charles,24017,2020-08-29,2366,91,2,20,0,0,157671,1500.5930069575254,57.71511565221252,1.268464080268407
dorchester,24019,2020-08-29,451,6,0,8,0,0,32261,1397.9727844766126,18.598307554012585,0
frederick,24021,2020-08-29,3459,118,7,29,1,0,248472,1392.1085675649572,47.4902604720049,2.817218841559612
garrett,24023,2020-08-29,63,0,0,0,0,0,29376,214.4607843137255,0,0
harford,24025,2020-08-29,2437,66,3,29,0,0,251025,970.8196394781396,26.292201971915144,1.1951000896325068
howard,24027,2020-08-29,4354,111,6,29,0,0,315327,1380.7888319110002,35.20155267389091,1.9027866310211303
kent,24029,2020-08-29,261,22,1,1,0,0,19593,1332.10840606339,112.28499974480681,5.103863624763946
montgomery,24031,2020-08-29,19866,780,39,60,1,0,1040133,1909.9480547199253,74.99040988027492,3.7495204940137463
prince_georges,24033,2020-08-29,26064,766,23,101,4,0,906202,2876.17992456428,84.52861503285139,2.538065464432875
queen_annes,24035,2020-08-29,540,25,2,7,0,1,49355,1094.114071522642,50.65342923715935,4.052274338972748
somerset,24039,2020-08-29,192,3,0,1,0,0,25737,746.0076932043361,11.656370206317751,0
st_marys,24037,2020-08-29,1103,55,0,7,0,0,111531,988.9627099192153,49.31364374030539,0
talbot,24041,2020-08-29,469,4,0,6,0,0,37211,1260.3799951627207,10.749509553626615,0
washington,24043,2020-08-29,1288,32,0,15,0,0,149811,859.7499516056898,21.36024724486186,0
wicomico,24045,2020-08-29,1538,47,0,16,0,0,102172,1505.3047801746077,46.00086129272208,0
worcester,24047,2020-08-29,797,23,1,4,1,0,51564,1545.6520052749981,44.60476301295478,1.9393375223023814
allegany,24001,2020-08-30,391,20,0,0,0,0,71977,543.2290870694806,27.786654070050155,0
anne_arundel,24003,2020-08-30,8300,226,10,36,0,0,567696,1462.0501113271891,39.81003917589696,1.7615061582255294
baltimore,24005,2020-08-30,15382,578,23,108,1,0,827625,1858.571212807733,69.83839299199516,2.7790363993354474
baltimore_city,24510,2020-08-30,14424,443,20,41,3,0,614700,2346.5104929233776,72.06767528875874,3.2536196518626976
calvert,24009,2020-08-30,786,27,1,3,0,0,91082,862.9586526426738,29.64361783887047,1.0979117718100173
caroline,24011,2020-08-30,504,3,0,8,0,0,32875,1533.0798479087453,9.125475285171103,0
carroll,24013,2020-08-30,1686,120,3,7,0,0,167522,1006.4349757046836,71.63238261243299,1.790809565310825
cecil,24015,2020-08-30,782,30,1,6,0,0,102517,762.8003160451437,29.263439234468432,0.975447974482281
charles,24017,2020-08-30,2382,92,2,16,1,0,157671,1510.7407195996727,58.349347692346726,1.268464080268407
dorchester,24019,2020-08-30,458,6,0,7,0,0,32261,1419.670809956294,18.598307554012585,0
frederick,24021,2020-08-30,3477,118,7,18,0,0,248472,1399.3528445861102,47.4902604720049,2.817218841559612
garrett,24023,2020-08-30,63,0,0,0,0,0,29376,214.4607843137255,0,0
harford,24025,2020-08-30,2459,66,3,22,0,0,251025,979.5837068021114,26.292201971915144,1.1951000896325068
howard,24027,2020-08-30,4367,111,6,13,0,0,315327,1384.9115362782127,35.20155267389091,1.9027866310211303
kent,24029,2020-08-30,263,22,2,2,0,1,19593,1342.3161333129178,112.28499974480681,10.207727249527892
montgomery,24031,2020-08-30,19946,781,39,80,1,0,1040133,1917.6393788102098,75.08655143140348,3.7495204940137463
prince_georges,24033,2020-08-30,26151,768,23,87,2,0,906202,2885.7804330601784,84.74931637758469,2.538065464432875
queen_annes,24035,2020-08-30,543,25,1,3,0,0,49355,1100.1924830311013,50.65342923715935,2.026137169486374
somerset,24039,2020-08-30,192,4,0,0,1,0,25737,746.0076932043361,15.541826941757003,0
st_marys,24037,2020-08-30,1108,55,0,5,0,0,111531,993.4457684410612,49.31364374030539,0
talbot,24041,2020-08-30,472,4,0,3,0,0,37211,1268.4421273279406,10.749509553626615,0
washington,24043,2020-08-30,1308,33,0,20,1,0,149811,873.1001061337284,22.027754971263793,0
wicomico,24045,2020-08-30,1547,47,0,9,0,0,102172,1514.113455741299,46.00086129272208,0
worcester,24047,2020-08-30,800,23,1,3,0,0,51564,1551.4700178419052,44.60476301295478,1.9393375223023814
allegany,24001,2020-08-31,393,20,0,2,0,0,71977,546.0077524764855,27.786654070050155,0
anne_arundel,24003,2020-08-31,8351,226,10,51,0,0,567696,1471.0337927341393,39.81003917589696,1.7615061582255294
baltimore,24005,2020-08-31,15479,579,23,97,1,0,827625,1870.2914967527563,69.95922066153149,2.7790363993354474
baltimore_city,24510,2020-08-31,14478,443,20,54,0,0,614700,2355.2952659834064,72.06767528875874,3.2536196518626976
calvert,24009,2020-08-31,788,27,1,2,0,0,91082,865.1544761862937,29.64361783887047,1.0979117718100173
caroline,24011,2020-08-31,510,3,0,6,0,0,32875,1551.3307984790874,9.125475285171103,0
carroll,24013,2020-08-31,1694,120,3,8,0,0,167522,1011.2104678788457,71.63238261243299,1.790809565310825
cecil,24015,2020-08-31,788,30,1,6,0,0,102517,768.6530038920374,29.263439234468432,0.975447974482281
charles,24017,2020-08-31,2394,92,2,12,0,0,157671,1518.351504081283,58.349347692346726,1.268464080268407
dorchester,24019,2020-08-31,461,6,0,3,0,0,32261,1428.9699637333003,18.598307554012585,0
frederick,24021,2020-08-31,3492,118,7,15,0,0,248472,1405.3897421037382,47.4902604720049,2.817218841559612
garrett,24023,2020-08-31,63,0,0,0,0,0,29376,214.4607843137255,0,0
harford,24025,2020-08-31,2475,66,3,16,0,0,251025,985.957573946818,26.292201971915144,1.1951000896325068
howard,24027,2020-08-31,4381,111,6,14,0,0,315327,1389.3513717505953,35.20155267389091,1.9027866310211303
kent,24029,2020-08-31,263,22,2,0,0,0,19593,1342.3161333129178,112.28499974480681,10.207727249527892
montgomery,24031,2020-08-31,20006,782,39,60,1,0,1040133,1923.4078718779233,75.18269298253205,3.7495204940137463
prince_georges,24033,2020-08-31,26215,769,23,64,1,0,906202,2892.842876091644,84.85966704995134,2.538065464432875
queen_annes,24035,2020-08-31,553,25,1,10,0,0,49355,1120.453854725965,50.65342923715935,2.026137169486374
somerset,24039,2020-08-31,195,4,0,3,0,0,25737,757.6640634106539,15.541826941757003,0
st_marys,24037,2020-08-31,1112,55,0,4,0,0,111531,997.032215258538,49.31364374030539,0
talbot,24041,2020-08-31,473,4,0,1,0,0,37211,1271.1295047163474,10.749509553626615,0
washington,24043,2020-08-31,1312,33,0,4,0,0,149811,875.7701370393362,22.027754971263793,0
wicomico,24045,2020-08-31,1565,47,0,18,0,0,102172,1531.730806874682,46.00086129272208,0
worcester,24047,2020-08-31,808,23,1,8,0,0,51564,1566.9847180203242,44.60476301295478,1.9393375223023814
allegany,24001,2020-09-01,395,20,0,2,0,0,71977,548.7864178834906,27.786654070050155,0
anne_arundel,24003,2020-09-01,8400,227,10,49,1,0,567696,1479.6651729094444,39.98618979171951,1.7615061582255294
baltimore,24005,2020-09-01,15593,581,23,114,2,0,827625,1884.0658510798971,70.20087600060414,2.7790363993354474
baltimore_city,24510,2020-09-01,14535,441,20,57,0,0,614700,2364.568081991215,71.74231332357247,3.2536196518626976
calvert,24009,2020-09-01,791,27,1,3,0,0,91082,868.4482115017238,29.64361783887047,1.0979117718100173
caroline,24011,2020-09-01,513,3,0,3,0,0,32875,1560.4562737642584,9.125475285171103,0
carroll,24013,2020-09-01,1700,120,3,6,0,0,167522,1014.7920870094674,71.63238261243299,1.790809565310825
cecil,24015,2020-09-01,795,30,1,7,0,0,102517,775.4811397134134,29.263439234468432,0.975447974482281
charles,24017,2020-09-01,2403,92,2,9,0,0,157671,1524.059592442491,58.349347692346726,1.268464080268407
dorchester,24019,2020-09-01,462,6,0,1,0,0,32261,1432.069681658969,18.598307554012585,0
frederick,24021,2020-09-01,3505,118,7,13,0,0,248472,1410.6217199523487,47.4902604720049,2.817218841559612
garrett,24023,2020-09-01,63,0,0,0,0,0,29376,214.4607843137255,0,0
harford,24025,2020-09-01,2500,67,3,25,1,0,251025,995.9167413604223,26.690568668459314,1.1951000896325068
howard,24027,2020-09-01,4415,111,6,34,0,0,315327,1400.1338293263818,35.20155267389091,1.9027866310211303
kent,24029,2020-09-01,264,22,2,1,0,0,19593,1347.4199969376818,112.28499974480681,10.207727249527892
montgomery,24031,2020-09-01,20103,782,39,97,0,0,1040133,1932.7336023373934,75.18269298253205,3.7495204940137463
prince_georges,24033,2020-09-01,26356,770,23,141,1,0,906202,2908.4023208953413,84.97001772231798,2.538065464432875
queen_annes,24035,2020-09-01,556,25,1,3,0,0,49355,1126.5322662344242,50.65342923715935,2.026137169486374
somerset,24039,2020-09-01,196,4,0,1,0,0,25737,761.5495201460932,15.541826941757003,0
st_marys,24037,2020-09-01,1121,55,0,9,0,0,111531,1005.1017205978607,49.31364374030539,0
talbot,24041,2020-09-01,473,4,0,0,0,0,37211,1271.1295047163474,10.749509553626615,0
washington,24043,2020-09-01,1321,33,0,9,0,0,149811,881.7777065769536,22.027754971263793,0
wicomico,24045,2020-09-01,1568,47,0,3,0,0,102172,1534.667032063579,46.00086129272208,0
worcester,24047,2020-09-01,835,23,1,27,0,0,51564,1619.3468311224885,44.60476301295478,1.9393375223023814
allegany,24001,2020-09-02,396,20,0,1,0,0,71977,550.1757505869931,27.786654070050155,0
anne_arundel,24003,2020-09-02,8469,227,10,69,0,0,567696,1491.8195654012006,39.98618979171951,1.7615061582255294
baltimore,24005,2020-09-02,15665,582,23,72,1,0,827625,1892.765443286513,70.32170367014047,2.7790363993354474
baltimore_city,24510,2020-09-02,14569,441,20,34,0,0,614700,2370.0992353993815,71.74231332357247,3.2536196518626976
calvert,24009,2020-09-02,793,27,1,2,0,0,91082,870.6440350453438,29.64361783887047,1.0979117718100173
caroline,24011,2020-09-02,520,3,0,7,0,0,32875,1581.749049429658,9.125475285171103,0
carroll,24013,2020-09-02,1711,120,3,11,0,0,167522,1021.3583887489405,71.63238261243299,1.790809565310825
cecil,24015,2020-09-02,802,30,1,7,0,0,102517,782.3092755347894,29.263439234468432,0.975447974482281
charles,24017,2020-09-02,2411,92,2,8,0,0,157671,1529.1334487635645,58.349347692346726,1.268464080268407
dorchester,24019,2020-09-02,461,7,0,0,1,0,32261,1428.9699637333003,21.698025479681352,0
frederick,24021,2020-09-02,3513,118,7,8,0,0,248472,1413.841398628417,47.4902604720049,2.817218841559612
garrett,24023,2020-09-02,63,0,0,0,0,0,29376,214.4607843137255,0,0
harford,24025,2020-09-02,2523,67,3,23,0,0,251025,1005.0791753809381,26.690568668459314,1.1951000896325068
howard,24027,2020-09-02,4431,111,6,16,0,0,315327,1405.2079270091049,35.20155267389091,1.9027866310211303
kent,24029,2020-09-02,267,22,2,3,0,0,19593,1362.7315878119737,112.28499974480681,10.207727249527892
montgomery,24031,2020-09-02,20190,782,39,87,0,0,1040133,1941.097917285578,75.18269298253205,3.7495204940137463
prince_georges,24033,2020-09-02,26428,773,23,72,3,0,906202,2916.34756930574,85.30106973941793,2.538065464432875
queen_annes,24035,2020-09-02,558,25,1,2,0,0,49355,1130.5845405733967,50.65342923715935,2.026137169486374
somerset,24039,2020-09-02,198,4,0,2,0,0,25737,769.3204336169716,15.541826941757003,0
st_marys,24037,2020-09-02,1122,55,0,1,0,0,111531,1005.9983323022298,49.31364374030539,0
talbot,24041,2020-09-02,475,4,0,2,0,0,37211,1276.5042594931606,10.749509553626615,0
washington,24043,2020-09-02,1337,33,0,16,0,0,149811,892.4578301993846,22.027754971263793,0
wicomico,24045,2020-09-02,1575,47,0,7,0,0,102172,1541.5182241710058,46.00086129272208,0
worcester,24047,2020-09-02,842,24,1,7,1,0,51564,1632.922193778605,46.54410053525716,1.9393375223023814
allegany,24001,2020-09-03,398,20,0,2,0,0,71977,552.954415993998,27.786654070050155,0
anne_arundel,24003,2020-09-03,8536,227,11,67,0,1,567696,1503.6216566613118,39.98618979171951,1.9376567740480821
baltimore,24005,2020-09-03,15825,584,23,160,2,0,827625,1912.0978704123243,70.5633590092131,2.7790363993354474
baltimore_city,24510,2020-09-03,14626,443,20,57,2,0,614700,2379.3720514071906,72.06767528875874,3.2536196518626976
calvert,24009,2020-09-03,795,27,1,2,0,0,91082,872.8398585889637,29.64361783887047,1.0979117718100173
caroline,24011,2020-09-03,522,3,0,2,0,0,32875,1587.832699619772,9.125475285171103,0
carroll,24013,2020-09-03,1728,120,3,17,0,0,167522,1031.5063096190352,71.63238261243299,1.790809565310825
cecil,24015,2020-09-03,809,30,1,7,0,0,102517,789.1374113561653,29.263439234468432,0.975447974482281
charles,24017,2020-09-03,2424,92,2,13,0,0,157671,1537.3784652853092,58.349347692346726,1.268464080268407
dorchester,24019,2020-09-03,468,7,0,7,0,0,32261,1450.6679892129816,21.698025479681352,0
frederick,24021,2020-09-03,3532,118,7,19,0,0,248472,1421.4881354840788,47.4902604720049,2.817218841559612
garrett,24023,2020-09-03,63,0,0,0,0,0,29376,214.4607843137255,0,0
harford,24025,2020-09-03,2552,67,4,29,0,1,251025,1016.631809580719,26.690568668459314,1.5934667861766756
howard,24027,2020-09-03,4459,111,6,28,0,0,315327,1414.08759795387,35.20155267389091,1.9027866310211303
kent,24029,2020-09-03,270,22,2,3,0,0,19593,1378.0431786862655,112.28499974480681,10.207727249527892
montgomery,24031,2020-09-03,20281,782,39,91,0,0,1040133,1949.8467984382764,75.18269298253205,3.7495204940137463
prince_georges,24033,2020-09-03,26565,774,23,137,1,0,906202,2931.46561141997,85.41142041178456,2.538065464432875
queen_annes,24035,2020-09-03,560,25,1,2,0,0,49355,1134.6368149123696,50.65342923715935,2.026137169486374
somerset,24039,2020-09-03,201,4,0,3,0,0,25737,780.9768038232894,15.541826941757003,0
st_marys,24037,2020-09-03,1130,56,0,8,1,0,111531,1013.1712259371834,50.21025544467457,0
talbot,24041,2020-09-03,478,4,0,3,0,0,37211,1284.5663916583806,10.749509553626615,0
washington,24043,2020-09-03,1349,34,0,12,1,0,149811,900.4679229162078,22.695262697665726,0
wicomico,24045,2020-09-03,1587,47,0,12,0,0,102172,1553.2631249265944,46.00086129272208,0
worcester,24047,2020-09-03,854,25,1,12,1,0,51564,1656.1942440462337,48.48343805755954,1.9393375223023814
allegany,24001,2020-09-04,401,21,0,3,1,0,71977,557.1224141045057,29.175986773552662,0
anne_arundel,24003,2020-09-04,8625,228,11,89,1,0,567696,1519.2990614695188,40.16234040754206,1.9376567740480821
baltimore,24005,2020-09-04,15959,585,23,134,1,0,827625,1928.2887781301918,70.68418667874944,2.7790363993354474
baltimore_city,24510,2020-09-04,14692,445,20,66,2,0,614700,2390.1089962583374,72.39303725394501,3.2536196518626976
calvert,24009,2020-09-04,807,27,1,12,0,0,91082,886.014799850684,29.64361783887047,1.0979117718100173
caroline,24011,2020-09-04,535,3,0,13,0,0,32875,1627.3764258555132,9.125475285171103,0
carroll,24013,2020-09-04,1744,120,3,16,0,0,167522,1041.0572939673596,71.63238261243299,1.790809565310825
cecil,24015,2020-09-04,824,30,1,15,0,0,102517,803.7691309733995,29.263439234468432,0.975447974482281
charles,24017,2020-09-04,2439,93,2,15,1,0,157671,1546.8919458873224,58.983579732480926,1.268464080268407
dorchester,24019,2020-09-04,473,7,0,5,0,0,32261,1466.1665788413254,21.698025479681352,0
frederick,24021,2020-09-04,3562,119,7,30,1,0,248472,1433.5619305193343,47.89272030651341,2.817218841559612
garrett,24023,2020-09-04,64,0,0,1,0,0,29376,217.86492374727672,0,0
harford,24025,2020-09-04,2586,68,4,34,1,0,251025,1030.1762772632208,27.088935365003483,1.5934667861766756
howard,24027,2020-09-04,4502,111,6,43,0,0,315327,1427.7242354761881,35.20155267389091,1.9027866310211303
kent,24029,2020-09-04,270,22,2,0,0,0,19593,1378.0431786862655,112.28499974480681,10.207727249527892
montgomery,24031,2020-09-04,20399,783,39,118,1,0,1040133,1961.1915014714464,75.2788345336606,3.7495204940137463
prince_georges,24033,2020-09-04,26697,775,23,132,1,0,906202,2946.031900172368,85.52177108415123,2.538065464432875
queen_annes,24035,2020-09-04,571,25,1,11,0,0,49355,1156.9243237767196,50.65342923715935,2.026137169486374
somerset,24039,2020-09-04,203,4,0,2,0,0,25737,788.7477172941678,15.541826941757003,0
st_marys,24037,2020-09-04,1139,56,0,9,0,0,111531,1021.240731276506,50.21025544467457,0
talbot,24041,2020-09-04,484,4,0,6,0,0,37211,1300.6906559888205,10.749509553626615,0
washington,24043,2020-09-04,1369,34,0,20,0,0,149811,913.8180774442465,22.695262697665726,0
wicomico,24045,2020-09-04,1614,47,0,27,0,0,102172,1579.6891516266687,46.00086129272208,0
worcester,24047,2020-09-04,872,25,1,18,0,0,51564,1691.1023194476766,48.48343805755954,1.9393375223023814
allegany,24001,2020-09-05,403,22,0,2,1,0,71977,559.9010795115106,30.56531947705517,0
anne_arundel,24003,2020-09-05,8699,229,11,74,1,0,567696,1532.3342070403878,40.33849102336462,1.9376567740480821
baltimore,24005,2020-09-05,16081,585,23,122,0,0,827625,1943.0297538136233,70.68418667874944,2.7790363993354474
baltimore_city,24510,2020-09-05,14767,449,20,75,4,0,614700,2402.3100699528227,73.04376118431755,3.2536196518626976
calvert,24009,2020-09-05,812,27,1,5,0,0,91082,891.504358709734,29.64361783887047,1.0979117718100173
caroline,24011,2020-09-05,563,3,0,28,0,0,32875,1712.5475285171103,9.125475285171103,0
carroll,24013,2020-09-05,1769,120,3,25,0,0,167522,1055.9807070116165,71.63238261243299,1.790809565310825
cecil,24015,2020-09-05,838,30,1,14,0,0,102517,817.4254026161515,29.263439234468432,0.975447974482281
charles,24017,2020-09-05,2450,92,2,11,0,0,157671,1553.8684983287985,58.349347692346726,1.268464080268407
dorchester,24019,2020-09-05,485,7,0,12,0,0,32261,1503.3631939493505,21.698025479681352,0
frederick,24021,2020-09-05,3591,120,7,29,1,0,248472,1445.2332657200811,48.29518014102192,2.817218841559612
garrett,24023,2020-09-05,64,0,0,0,0,0,29376,217.86492374727672,0,0
harford,24025,2020-09-05,2612,68,4,26,0,0,251025,1040.5338113733692,27.088935365003483,1.5934667861766756
howard,24027,2020-09-05,4542,111,6,40,0,0,315327,1440.4094796829957,35.20155267389091,1.9027866310211303
kent,24029,2020-09-05,271,22,2,1,0,0,19593,1383.1470423110295,112.28499974480681,10.207727249527892
montgomery,24031,2020-09-05,20500,784,39,101,1,0,1040133,1970.901798135431,75.37497608478915,3.7495204940137463
prince_georges,24033,2020-09-05,26858,778,23,161,3,0,906202,2963.798358423398,85.85282310125115,2.538065464432875
queen_annes,24035,2020-09-05,577,25,1,6,0,0,49355,1169.081146793638,50.65342923715935,2.026137169486374
somerset,24039,2020-09-05,205,4,0,2,0,0,25737,796.5186307650465,15.541826941757003,0
st_marys,24037,2020-09-05,1144,56,0,5,0,0,111531,1025.723789798352,50.21025544467457,0
talbot,24041,2020-09-05,488,4,0,4,0,0,37211,1311.4401655424472,10.749509553626615,0
washington,24043,2020-09-05,1378,35,0,9,1,0,149811,919.8256469818639,23.36277042406766,0
wicomico,24045,2020-09-05,1634,47,0,20,0,0,102172,1599.2639862193164,46.00086129272208,0
worcester,24047,2020-09-05,876,25,1,4,0,0,51564,1698.859669536886,48.48343805755954,1.9393375223023814
allegany,24001,2020-09-06,404,22,0,1,0,0,71977,561.2904122150131,30.56531947705517,0
anne_arundel,24003,2020-09-06,8751,228,11,52,0,0,567696,1541.4940390631605,40.16234040754206,1.9376567740480821
baltimore,24005,2020-09-06,16183,585,23,102,0,0,827625,1955.3541761063282,70.68418667874944,2.7790363993354474
baltimore_city,24510,2020-09-06,14834,450,20,67,1,0,614700,2413.2096957865624,73.20644216691069,3.2536196518626976
calvert,24009,2020-09-06,820,27,1,8,0,0,91082,900.2876528842141,29.64361783887047,1.0979117718100173
caroline,24011,2020-09-06,565,3,0,2,0,0,32875,1718.6311787072243,9.125475285171103,0
carroll,24013,2020-09-06,1780,120,3,11,0,0,167522,1062.5470087510894,71.63238261243299,1.790809565310825
cecil,24015,2020-09-06,848,30,1,10,0,0,102517,827.1798823609744,29.263439234468432,0.975447974482281
charles,24017,2020-09-06,2464,93,2,14,1,0,157671,1562.7477468906775,58.983579732480926,1.268464080268407
dorchester,24019,2020-09-06,498,8,0,13,1,0,32261,1543.6595269830445,24.79774340535011,0
frederick,24021,2020-09-06,3603,120,7,12,0,0,248472,1450.0627837341833,48.29518014102192,2.817218841559612
garrett,24023,2020-09-06,64,0,0,0,0,0,29376,217.86492374727672,0,0
harford,24025,2020-09-06,2634,68,4,22,0,0,251025,1049.2978786973408,27.088935365003483,1.5934667861766756
howard,24027,2020-09-06,4573,112,6,31,1,0,315327,1450.2405439432716,35.51868377906111,1.9027866310211303
kent,24029,2020-09-06,273,22,2,2,0,0,19593,1393.3547695605573,112.28499974480681,10.207727249527892
montgomery,24031,2020-09-06,20578,784,39,78,0,0,1040133,1978.4008391234581,75.37497608478915,3.7495204940137463
prince_georges,24033,2020-09-06,26917,779,23,59,1,0,906202,2970.30904809303,85.96317377361781,2.538065464432875
queen_annes,24035,2020-09-06,579,25,1,2,0,0,49355,1173.1334211326107,50.65342923715935,2.026137169486374
somerset,24039,2020-09-06,205,4,0,0,0,0,25737,796.5186307650465,15.541826941757003,0
st_marys,24037,2020-09-06,1150,56,0,6,0,0,111531,1031.103460024567,50.21025544467457,0
talbot,24041,2020-09-06,492,4,0,4,0,0,37211,1322.1896750960736,10.749509553626615,0
washington,24043,2020-09-06,1386,35,0,8,0,0,149811,925.1657087930793,23.36277042406766,0
wicomico,24045,2020-09-06,1640,48,0,6,1,0,102172,1605.1364365971106,46.97960302235446,0
worcester,24047,2020-09-06,878,25,1,2,0,0,51564,1702.738344581491,48.48343805755954,1.9393375223023814
allegany,24001,2020-09-07,407,22,0,3,0,0,71977,565.4584103255206,30.56531947705517,0
anne_arundel,24003,2020-09-07,8820,228,11,69,0,0,567696,1553.6484315549167,40.16234040754206,1.9376567740480821
baltimore,24005,2020-09-07,16302,585,23,119,0,0,827625,1969.732668781151,70.68418667874944,2.7790363993354474
baltimore_city,24510,2020-09-07,14962,450,20,128,0,0,614700,2434.032861558484,73.20644216691069,3.2536196518626976
