date,zip,cases,new_cases
2020-04-11,20010,0,NA
2020-04-12,20010,0,0
2020-04-13,20010,0,0
2020-04-14,20010,0,0
2020-04-15,20010,0,0
2020-04-16,20010,0,0
2020-04-17,20010,0,0
2020-04-18,20010,0,0
2020-04-19,20010,0,0
2020-04-20,20010,0,0
2020-04-21,20010,0,0
2020-04-22,20010,0,0
2020-04-23,20010,0,0
2020-04-24,20010,0,0
2020-04-25,20010,0,0
2020-04-26,20010,0,0
2020-04-27,20010,0,0
2020-04-28,20010,0,0
2020-04-29,20010,0,0
2020-04-30,20010,0,0
2020-05-01,20010,0,0
2020-05-02,20010,0,0
2020-05-03,20010,0,0
2020-05-04,20010,0,0
2020-05-05,20010,0,0
2020-05-06,20010,0,0
2020-05-07,20010,0,0
2020-05-08,20010,0,0
2020-05-09,20010,0,0
2020-05-10,20010,0,0
2020-05-11,20010,0,0
2020-05-12,20010,0,0
2020-05-13,20010,0,0
2020-05-14,20010,0,0
2020-05-15,20010,0,0
2020-05-16,20010,0,0
2020-05-17,20010,0,0
2020-05-18,20010,0,0
2020-05-19,20010,0,0
2020-05-20,20010,0,0
2020-05-21,20010,0,0
2020-05-22,20010,0,0
2020-05-23,20010,0,0
2020-05-24,20010,0,0
2020-05-25,20010,0,0
2020-05-26,20010,0,0
2020-05-27,20010,0,0
2020-05-28,20010,0,0
2020-05-29,20010,0,0
2020-05-30,20010,0,0
2020-05-31,20010,0,0
2020-06-01,20010,0,0
2020-06-02,20010,0,0
2020-06-03,20010,0,0
2020-06-04,20010,0,0
2020-06-05,20010,0,0
2020-06-06,20010,0,0
2020-06-07,20010,0,0
2020-06-08,20010,0,0
2020-06-09,20010,0,0
2020-06-10,20010,0,0
2020-06-11,20010,0,0
2020-06-12,20010,0,0
2020-06-13,20010,0,0
2020-06-14,20010,0,0
2020-06-15,20010,0,0
2020-06-16,20010,0,0
2020-06-17,20010,0,0
2020-06-18,20010,0,0
2020-06-19,20010,0,0
2020-06-20,20010,0,0
2020-06-21,20010,0,0
2020-06-22,20010,0,0
2020-06-23,20010,0,0
2020-06-24,20010,0,0
2020-06-25,20010,0,0
2020-06-26,20010,0,0
2020-06-27,20010,0,0
2020-06-28,20010,0,0
2020-06-29,20010,0,0
2020-06-30,20010,0,0
2020-07-01,20010,0,0
2020-07-02,20010,0,0
2020-07-03,20010,0,0
2020-07-04,20010,0,0
2020-07-05,20010,0,0
2020-07-06,20010,0,0
2020-07-07,20010,0,0
2020-07-08,20010,0,0
2020-07-09,20010,0,0
2020-07-10,20010,0,0
2020-07-11,20010,0,0
2020-07-12,20010,0,0
2020-07-13,20010,0,0
2020-07-14,20010,0,0
2020-07-15,20010,0,0
2020-07-16,20010,0,0
2020-07-17,20010,0,0
2020-04-11,20015,0,NA
2020-04-12,20015,0,0
2020-04-13,20015,0,0
2020-04-14,20015,0,0
2020-04-15,20015,0,0
2020-04-16,20015,0,0
2020-04-17,20015,0,0
2020-04-18,20015,0,0
2020-04-19,20015,0,0
2020-04-20,20015,0,0
2020-04-21,20015,0,0
2020-04-22,20015,0,0
2020-04-23,20015,0,0
2020-04-24,20015,0,0
2020-04-25,20015,0,0
2020-04-26,20015,0,0
2020-04-27,20015,0,0
2020-04-28,20015,0,0
2020-04-29,20015,0,0
2020-04-30,20015,0,0
2020-05-01,20015,0,0
2020-05-02,20015,0,0
2020-05-03,20015,0,0
2020-05-04,20015,0,0
2020-05-05,20015,0,0
2020-05-06,20015,0,0
2020-05-07,20015,0,0
2020-05-08,20015,0,0
2020-05-09,20015,0,0
2020-05-10,20015,0,0
2020-05-11,20015,0,0
2020-05-12,20015,0,0
2020-05-13,20015,0,0
2020-05-14,20015,0,0
2020-05-15,20015,0,0
2020-05-16,20015,0,0
2020-05-17,20015,0,0
2020-05-18,20015,0,0
2020-05-19,20015,0,0
2020-05-20,20015,0,0
2020-05-21,20015,0,0
2020-05-22,20015,0,0
2020-05-23,20015,0,0
2020-05-24,20015,0,0
2020-05-25,20015,0,0
2020-05-26,20015,0,0
2020-05-27,20015,0,0
2020-05-28,20015,0,0
2020-05-29,20015,0,0
2020-05-30,20015,0,0
2020-05-31,20015,0,0
2020-06-01,20015,0,0
2020-06-02,20015,0,0
2020-06-03,20015,0,0
2020-06-04,20015,0,0
2020-06-05,20015,0,0
2020-06-06,20015,0,0
2020-06-07,20015,0,0
2020-06-08,20015,0,0
2020-06-09,20015,0,0
2020-06-10,20015,0,0
2020-06-11,20015,0,0
2020-06-12,20015,0,0
2020-06-13,20015,0,0
2020-06-14,20015,0,0
2020-06-15,20015,0,0
2020-06-16,20015,0,0
2020-06-17,20015,0,0
2020-06-18,20015,0,0
2020-06-19,20015,0,0
2020-06-20,20015,0,0
2020-06-21,20015,0,0
2020-06-22,20015,0,0
2020-06-23,20015,0,0
2020-06-24,20015,0,0
2020-06-25,20015,0,0
2020-06-26,20015,0,0
2020-06-27,20015,0,0
2020-06-28,20015,0,0
2020-06-29,20015,0,0
2020-06-30,20015,0,0
2020-07-01,20015,0,0
2020-07-02,20015,0,0
2020-07-03,20015,0,0
2020-07-04,20015,0,0
2020-07-05,20015,0,0
2020-07-06,20015,0,0
2020-07-07,20015,0,0
2020-07-08,20015,0,0
2020-07-09,20015,0,0
2020-07-10,20015,0,0
2020-07-11,20015,0,0
2020-07-12,20015,0,0
2020-07-13,20015,0,0
2020-07-14,20015,0,0
2020-07-15,20015,0,0
2020-07-16,20015,0,0
2020-07-17,20015,0,0
2020-04-11,20037,0,NA
2020-04-12,20037,0,0
2020-04-13,20037,0,0
2020-04-14,20037,0,0
2020-04-15,20037,0,0
2020-04-16,20037,0,0
2020-04-17,20037,0,0
2020-04-18,20037,0,0
2020-04-19,20037,0,0
2020-04-20,20037,0,0
2020-04-21,20037,0,0
2020-04-22,20037,0,0
2020-04-23,20037,0,0
2020-04-24,20037,0,0
2020-04-25,20037,0,0
2020-04-26,20037,0,0
2020-04-27,20037,0,0
2020-04-28,20037,0,0
2020-04-29,20037,0,0
2020-04-30,20037,0,0
2020-05-01,20037,0,0
2020-05-02,20037,0,0
2020-05-03,20037,0,0
2020-05-04,20037,0,0
2020-05-05,20037,0,0
2020-05-06,20037,0,0
2020-05-07,20037,0,0
2020-05-08,20037,0,0
2020-05-09,20037,0,0
2020-05-10,20037,0,0
2020-05-11,20037,0,0
2020-05-12,20037,0,0
2020-05-13,20037,0,0
2020-05-14,20037,0,0
2020-05-15,20037,0,0
2020-05-16,20037,0,0
2020-05-17,20037,0,0
2020-05-18,20037,0,0
2020-05-19,20037,0,0
2020-05-20,20037,0,0
2020-05-21,20037,0,0
2020-05-22,20037,0,0
2020-05-23,20037,0,0
2020-05-24,20037,0,0
2020-05-25,20037,0,0
2020-05-26,20037,0,0
2020-05-27,20037,0,0
2020-05-28,20037,0,0
2020-05-29,20037,0,0
2020-05-30,20037,0,0
2020-05-31,20037,0,0
2020-06-01,20037,0,0
2020-06-02,20037,0,0
2020-06-03,20037,0,0
2020-06-04,20037,0,0
2020-06-05,20037,0,0
2020-06-06,20037,0,0
2020-06-07,20037,0,0
2020-06-08,20037,0,0
2020-06-09,20037,0,0
2020-06-10,20037,0,0
2020-06-11,20037,0,0
2020-06-12,20037,0,0
2020-06-13,20037,0,0
2020-06-14,20037,0,0
2020-06-15,20037,0,0
2020-06-16,20037,0,0
2020-06-17,20037,0,0
2020-06-18,20037,0,0
2020-06-19,20037,0,0
2020-06-20,20037,0,0
2020-06-21,20037,0,0
2020-06-22,20037,0,0
2020-06-23,20037,0,0
2020-06-24,20037,0,0
2020-06-25,20037,0,0
2020-06-26,20037,0,0
2020-06-27,20037,0,0
2020-06-28,20037,0,0
2020-06-29,20037,0,0
2020-06-30,20037,0,0
2020-07-01,20037,0,0
2020-07-02,20037,0,0
2020-07-03,20037,0,0
2020-07-04,20037,0,0
2020-07-05,20037,0,0
2020-07-06,20037,0,0
2020-07-07,20037,0,0
2020-07-08,20037,0,0
2020-07-09,20037,0,0
2020-07-10,20037,0,0
2020-07-11,20037,0,0
2020-07-12,20037,0,0
2020-07-13,20037,0,0
2020-07-14,20037,0,0
2020-07-15,20037,0,0
2020-07-16,20037,0,0
2020-07-17,20037,0,0
2020-04-11,20074,0,NA
2020-04-12,20074,0,0
2020-04-13,20074,0,0
2020-04-14,20074,0,0
2020-04-15,20074,0,0
2020-04-16,20074,0,0
2020-04-17,20074,0,0
2020-04-18,20074,0,0
2020-04-19,20074,0,0
2020-04-20,20074,0,0
2020-04-21,20074,0,0
2020-04-22,20074,0,0
2020-04-23,20074,0,0
2020-04-24,20074,0,0
2020-04-25,20074,0,0
2020-04-26,20074,0,0
2020-04-27,20074,0,0
2020-04-28,20074,0,0
2020-04-29,20074,0,0
2020-04-30,20074,0,0
2020-05-01,20074,0,0
2020-05-02,20074,0,0
2020-05-03,20074,0,0
2020-05-04,20074,0,0
2020-05-05,20074,0,0
2020-05-06,20074,0,0
2020-05-07,20074,0,0
2020-05-08,20074,0,0
2020-05-09,20074,0,0
2020-05-10,20074,0,0
2020-05-11,20074,0,0
2020-05-12,20074,0,0
2020-05-13,20074,0,0
2020-05-14,20074,0,0
2020-05-15,20074,0,0
2020-05-16,20074,0,0
2020-05-17,20074,0,0
2020-05-18,20074,0,0
2020-05-19,20074,0,0
2020-05-20,20074,0,0
2020-05-21,20074,0,0
2020-05-22,20074,0,0
2020-05-23,20074,0,0
2020-05-24,20074,0,0
2020-05-25,20074,0,0
2020-05-26,20074,0,0
2020-05-27,20074,0,0
2020-05-28,20074,0,0
2020-05-29,20074,0,0
2020-05-30,20074,0,0
2020-05-31,20074,0,0
2020-06-01,20074,0,0
2020-06-02,20074,0,0
2020-06-03,20074,0,0
2020-06-04,20074,0,0
2020-06-05,20074,0,0
2020-06-06,20074,0,0
2020-06-07,20074,0,0
2020-06-08,20074,0,0
2020-06-09,20074,0,0
2020-06-10,20074,0,0
2020-06-11,20074,0,0
2020-06-12,20074,0,0
2020-06-13,20074,0,0
2020-06-14,20074,0,0
2020-06-15,20074,0,0
2020-06-16,20074,0,0
2020-06-17,20074,0,0
2020-06-18,20074,0,0
2020-06-19,20074,0,0
2020-06-20,20074,0,0
2020-06-21,20074,0,0
2020-06-22,20074,0,0
2020-06-23,20074,0,0
2020-06-24,20074,0,0
2020-06-25,20074,0,0
2020-06-26,20074,0,0
2020-06-27,20074,0,0
2020-06-28,20074,0,0
2020-06-29,20074,0,0
2020-06-30,20074,0,0
2020-07-01,20074,0,0
2020-07-02,20074,0,0
2020-07-03,20074,0,0
2020-07-04,20074,0,0
2020-07-05,20074,0,0
2020-07-06,20074,0,0
2020-07-07,20074,0,0
2020-07-08,20074,0,0
2020-07-09,20074,0,0
2020-07-10,20074,0,0
2020-07-11,20074,0,0
2020-07-12,20074,0,0
2020-07-13,20074,0,0
2020-07-14,20074,0,0
2020-07-15,20074,0,0
2020-07-16,20074,0,0
2020-07-17,20074,0,0
2020-04-11,20161,0,NA
2020-04-12,20161,0,0
2020-04-13,20161,0,0
2020-04-14,20161,0,0
2020-04-15,20161,0,0
2020-04-16,20161,0,0
2020-04-17,20161,0,0
2020-04-18,20161,0,0
2020-04-19,20161,0,0
2020-04-20,20161,0,0
2020-04-21,20161,0,0
2020-04-22,20161,0,0
2020-04-23,20161,0,0
2020-04-24,20161,0,0
2020-04-25,20161,0,0
2020-04-26,20161,0,0
2020-04-27,20161,0,0
2020-04-28,20161,0,0
2020-04-29,20161,0,0
2020-04-30,20161,0,0
2020-05-01,20161,0,0
2020-05-02,20161,0,0
2020-05-03,20161,0,0
2020-05-04,20161,0,0
2020-05-05,20161,0,0
2020-05-06,20161,0,0
2020-05-07,20161,0,0
2020-05-08,20161,0,0
2020-05-09,20161,0,0
2020-05-10,20161,0,0
2020-05-11,20161,0,0
2020-05-12,20161,0,0
2020-05-13,20161,0,0
2020-05-14,20161,0,0
2020-05-15,20161,0,0
2020-05-16,20161,0,0
2020-05-17,20161,0,0
2020-05-18,20161,0,0
2020-05-19,20161,0,0
2020-05-20,20161,0,0
2020-05-21,20161,0,0
2020-05-22,20161,0,0
2020-05-23,20161,0,0
2020-05-24,20161,0,0
2020-05-25,20161,0,0
2020-05-26,20161,0,0
2020-05-27,20161,0,0
2020-05-28,20161,0,0
2020-05-29,20161,0,0
2020-05-30,20161,0,0
2020-05-31,20161,0,0
2020-06-01,20161,0,0
2020-06-02,20161,0,0
2020-06-03,20161,0,0
2020-06-04,20161,0,0
2020-06-05,20161,0,0
2020-06-06,20161,0,0
2020-06-07,20161,0,0
2020-06-08,20161,0,0
2020-06-09,20161,0,0
2020-06-10,20161,0,0
2020-06-11,20161,0,0
2020-06-12,20161,0,0
2020-06-13,20161,0,0
2020-06-14,20161,0,0
2020-06-15,20161,0,0
2020-06-16,20161,0,0
2020-06-17,20161,0,0
2020-06-18,20161,0,0
2020-06-19,20161,0,0
2020-06-20,20161,0,0
2020-06-21,20161,0,0
2020-06-22,20161,0,0
2020-06-23,20161,0,0
2020-06-24,20161,0,0
2020-06-25,20161,0,0
2020-06-26,20161,0,0
2020-06-27,20161,0,0
2020-06-28,20161,0,0
2020-06-29,20161,0,0
2020-06-30,20161,0,0
2020-07-01,20161,0,0
2020-07-02,20161,0,0
2020-07-03,20161,0,0
2020-07-04,20161,0,0
2020-07-05,20161,0,0
2020-07-06,20161,0,0
2020-07-07,20161,0,0
2020-07-08,20161,0,0
2020-07-09,20161,0,0
2020-07-10,20161,0,0
2020-07-11,20161,0,0
2020-07-12,20161,0,0
2020-07-13,20161,0,0
2020-07-14,20161,0,0
2020-07-15,20161,0,0
2020-07-16,20161,0,0
2020-07-17,20161,0,0
2020-04-11,20185,0,NA
2020-04-12,20185,0,0
2020-04-13,20185,0,0
2020-04-14,20185,0,0
2020-04-15,20185,0,0
2020-04-16,20185,0,0
2020-04-17,20185,0,0
2020-04-18,20185,0,0
2020-04-19,20185,0,0
2020-04-20,20185,0,0
2020-04-21,20185,0,0
2020-04-22,20185,0,0
2020-04-23,20185,0,0
2020-04-24,20185,0,0
2020-04-25,20185,0,0
2020-04-26,20185,0,0
2020-04-27,20185,0,0
2020-04-28,20185,0,0
2020-04-29,20185,0,0
2020-04-30,20185,0,0
2020-05-01,20185,0,0
2020-05-02,20185,0,0
2020-05-03,20185,0,0
2020-05-04,20185,0,0
2020-05-05,20185,0,0
2020-05-06,20185,0,0
2020-05-07,20185,0,0
2020-05-08,20185,0,0
2020-05-09,20185,0,0
2020-05-10,20185,0,0
2020-05-11,20185,0,0
2020-05-12,20185,0,0
2020-05-13,20185,0,0
2020-05-14,20185,0,0
2020-05-15,20185,0,0
2020-05-16,20185,0,0
2020-05-17,20185,0,0
2020-05-18,20185,0,0
2020-05-19,20185,0,0
2020-05-20,20185,0,0
2020-05-21,20185,0,0
2020-05-22,20185,0,0
2020-05-23,20185,0,0
2020-05-24,20185,0,0
2020-05-25,20185,0,0
2020-05-26,20185,0,0
2020-05-27,20185,0,0
2020-05-28,20185,0,0
2020-05-29,20185,0,0
2020-05-30,20185,0,0
2020-05-31,20185,0,0
2020-06-01,20185,0,0
2020-06-02,20185,0,0
2020-06-03,20185,0,0
2020-06-04,20185,0,0
2020-06-05,20185,0,0
2020-06-06,20185,0,0
2020-06-07,20185,0,0
2020-06-08,20185,0,0
2020-06-09,20185,0,0
2020-06-10,20185,0,0
2020-06-11,20185,0,0
2020-06-12,20185,0,0
2020-06-13,20185,0,0
2020-06-14,20185,0,0
2020-06-15,20185,0,0
2020-06-16,20185,0,0
2020-06-17,20185,0,0
2020-06-18,20185,0,0
2020-06-19,20185,0,0
2020-06-20,20185,0,0
2020-06-21,20185,0,0
2020-06-22,20185,0,0
2020-06-23,20185,0,0
2020-06-24,20185,0,0
2020-06-25,20185,0,0
2020-06-26,20185,0,0
2020-06-27,20185,0,0
2020-06-28,20185,0,0
2020-06-29,20185,0,0
2020-06-30,20185,0,0
2020-07-01,20185,0,0
2020-07-02,20185,0,0
2020-07-03,20185,0,0
2020-07-04,20185,0,0
2020-07-05,20185,0,0
2020-07-06,20185,0,0
2020-07-07,20185,0,0
2020-07-08,20185,0,0
2020-07-09,20185,0,0
2020-07-10,20185,0,0
2020-07-11,20185,0,0
2020-07-12,20185,0,0
2020-07-13,20185,0,0
2020-07-14,20185,0,0
2020-07-15,20185,0,0
2020-07-16,20185,0,0
2020-07-17,20185,0,0
2020-04-11,20437,0,NA
2020-04-12,20437,0,0
2020-04-13,20437,0,0
2020-04-14,20437,0,0
2020-04-15,20437,0,0
2020-04-16,20437,0,0
2020-04-17,20437,0,0
2020-04-18,20437,0,0
2020-04-19,20437,0,0
2020-04-20,20437,0,0
2020-04-21,20437,0,0
2020-04-22,20437,0,0
2020-04-23,20437,0,0
2020-04-24,20437,0,0
2020-04-25,20437,0,0
2020-04-26,20437,0,0
2020-04-27,20437,0,0
2020-04-28,20437,0,0
2020-04-29,20437,0,0
2020-04-30,20437,0,0
2020-05-01,20437,0,0
2020-05-02,20437,0,0
2020-05-03,20437,0,0
2020-05-04,20437,0,0
2020-05-05,20437,0,0
2020-05-06,20437,0,0
2020-05-07,20437,0,0
2020-05-08,20437,0,0
2020-05-09,20437,0,0
2020-05-10,20437,0,0
2020-05-11,20437,0,0
2020-05-12,20437,0,0
2020-05-13,20437,0,0
2020-05-14,20437,0,0
2020-05-15,20437,0,0
2020-05-16,20437,0,0
2020-05-17,20437,0,0
2020-05-18,20437,0,0
2020-05-19,20437,0,0
2020-05-20,20437,0,0
2020-05-21,20437,0,0
2020-05-22,20437,0,0
2020-05-23,20437,0,0
2020-05-24,20437,0,0
2020-05-25,20437,0,0
2020-05-26,20437,0,0
2020-05-27,20437,0,0
2020-05-28,20437,0,0
2020-05-29,20437,0,0
2020-05-30,20437,0,0
2020-05-31,20437,0,0
2020-06-01,20437,0,0
2020-06-02,20437,0,0
2020-06-03,20437,0,0
2020-06-04,20437,0,0
2020-06-05,20437,0,0
2020-06-06,20437,0,0
2020-06-07,20437,0,0
2020-06-08,20437,0,0
2020-06-09,20437,0,0
2020-06-10,20437,0,0
2020-06-11,20437,0,0
2020-06-12,20437,0,0
2020-06-13,20437,0,0
2020-06-14,20437,0,0
2020-06-15,20437,0,0
2020-06-16,20437,0,0
2020-06-17,20437,0,0
2020-06-18,20437,0,0
2020-06-19,20437,0,0
2020-06-20,20437,0,0
2020-06-21,20437,0,0
2020-06-22,20437,0,0
2020-06-23,20437,0,0
2020-06-24,20437,0,0
2020-06-25,20437,0,0
2020-06-26,20437,0,0
2020-06-27,20437,0,0
2020-06-28,20437,0,0
2020-06-29,20437,0,0
2020-06-30,20437,0,0
2020-07-01,20437,0,0
2020-07-02,20437,0,0
2020-07-03,20437,0,0
2020-07-04,20437,0,0
2020-07-05,20437,0,0
2020-07-06,20437,0,0
2020-07-07,20437,0,0
2020-07-08,20437,0,0
2020-07-09,20437,0,0
2020-07-10,20437,0,0
2020-07-11,20437,0,0
2020-07-12,20437,0,0
2020-07-13,20437,0,0
2020-07-14,20437,0,0
2020-07-15,20437,0,0
2020-07-16,20437,0,0
2020-07-17,20437,0,0
2020-04-11,20601,36,NA
2020-04-12,20601,38,2
2020-04-13,20601,41,3
2020-04-14,20601,43,2
2020-04-15,20601,45,2
2020-04-16,20601,46,1
2020-04-17,20601,47,1
2020-04-18,20601,50,3
2020-04-19,20601,52,2
2020-04-20,20601,54,2
2020-04-21,20601,55,1
2020-04-22,20601,57,2
2020-04-23,20601,59,2
2020-04-24,20601,67,8
2020-04-25,20601,71,4
2020-04-26,20601,75,4
2020-04-27,20601,75,0
2020-04-28,20601,79,4
2020-04-29,20601,80,1
2020-04-30,20601,93,13
2020-05-01,20601,96,3
2020-05-02,20601,97,1
2020-05-03,20601,98,1
2020-05-04,20601,100,2
2020-05-05,20601,100,0
2020-05-06,20601,102,2
2020-05-07,20601,104,2
2020-05-08,20601,112,8
2020-05-09,20601,117,5
2020-05-10,20601,121,4
2020-05-11,20601,122,1
2020-05-12,20601,124,2
2020-05-13,20601,128,4
2020-05-14,20601,135,7
2020-05-15,20601,139,4
2020-05-16,20601,141,2
2020-05-17,20601,143,2
2020-05-18,20601,143,0
2020-05-19,20601,149,6
2020-05-20,20601,156,7
2020-05-21,20601,158,2
2020-05-22,20601,160,2
2020-05-23,20601,168,8
2020-05-24,20601,172,4
2020-05-25,20601,175,3
2020-05-26,20601,176,1
2020-05-27,20601,176,0
2020-05-28,20601,180,4
2020-05-29,20601,186,6
2020-05-30,20601,192,6
2020-05-31,20601,202,10
2020-06-01,20601,206,4
2020-06-02,20601,208,2
2020-06-03,20601,207,0
2020-06-04,20601,211,4
2020-06-05,20601,213,2
2020-06-06,20601,213,0
2020-06-07,20601,218,5
2020-06-08,20601,220,2
2020-06-09,20601,224,4
2020-06-10,20601,226,2
2020-06-11,20601,226,0
2020-06-12,20601,230,4
2020-06-13,20601,236,6
2020-06-14,20601,238,2
2020-06-15,20601,238,0
2020-06-16,20601,238,0
2020-06-17,20601,242,4
2020-06-18,20601,242,0
2020-06-19,20601,242,0
2020-06-20,20601,243,1
2020-06-21,20601,247,4
2020-06-22,20601,248,1
2020-06-23,20601,249,1
2020-06-24,20601,250,1
2020-06-25,20601,251,1
2020-06-26,20601,254,3
2020-06-27,20601,254,0
2020-06-28,20601,257,3
2020-06-29,20601,260,3
2020-06-30,20601,263,3
2020-07-01,20601,264,1
2020-07-02,20601,267,3
2020-07-03,20601,268,1
2020-07-04,20601,268,0
2020-07-05,20601,270,2
2020-07-06,20601,271,1
2020-07-07,20601,271,0
2020-07-08,20601,276,5
2020-07-09,20601,279,3
2020-07-10,20601,281,2
2020-07-11,20601,283,2
2020-07-12,20601,286,3
2020-07-13,20601,287,1
2020-07-14,20601,288,1
2020-07-15,20601,291,3
2020-07-16,20601,294,3
2020-07-17,20601,297,3
2020-04-11,20602,44,NA
2020-04-12,20602,48,4
2020-04-13,20602,51,3
2020-04-14,20602,57,6
2020-04-15,20602,59,2
2020-04-16,20602,61,2
2020-04-17,20602,64,3
2020-04-18,20602,68,4
2020-04-19,20602,71,3
2020-04-20,20602,73,2
2020-04-21,20602,76,3
2020-04-22,20602,81,5
2020-04-23,20602,82,1
2020-04-24,20602,87,5
2020-04-25,20602,89,2
2020-04-26,20602,91,2
2020-04-27,20602,93,2
2020-04-28,20602,95,2
2020-04-29,20602,99,4
2020-04-30,20602,110,11
2020-05-01,20602,112,2
2020-05-02,20602,113,1
2020-05-03,20602,115,2
2020-05-04,20602,115,0
2020-05-05,20602,115,0
2020-05-06,20602,118,3
2020-05-07,20602,120,2
2020-05-08,20602,129,9
2020-05-09,20602,132,3
2020-05-10,20602,136,4
2020-05-11,20602,138,2
2020-05-12,20602,139,1
2020-05-13,20602,140,1
2020-05-14,20602,142,2
2020-05-15,20602,153,11
2020-05-16,20602,157,4
2020-05-17,20602,161,4
2020-05-18,20602,162,1
2020-05-19,20602,170,8
2020-05-20,20602,177,7
2020-05-21,20602,183,6
2020-05-22,20602,185,2
2020-05-23,20602,186,1
2020-05-24,20602,190,4
2020-05-25,20602,190,0
2020-05-26,20602,190,0
2020-05-27,20602,193,3
2020-05-28,20602,196,3
2020-05-29,20602,200,4
2020-05-30,20602,204,4
2020-05-31,20602,210,6
2020-06-01,20602,212,2
2020-06-02,20602,214,2
2020-06-03,20602,217,3
2020-06-04,20602,222,5
2020-06-05,20602,224,2
2020-06-06,20602,224,0
2020-06-07,20602,227,3
2020-06-08,20602,228,1
2020-06-09,20602,228,0
2020-06-10,20602,235,7
2020-06-11,20602,236,1
2020-06-12,20602,238,2
2020-06-13,20602,243,5
2020-06-14,20602,243,0
2020-06-15,20602,243,0
2020-06-16,20602,244,1
2020-06-17,20602,246,2
2020-06-18,20602,249,3
2020-06-19,20602,249,0
2020-06-20,20602,251,2
2020-06-21,20602,253,2
2020-06-22,20602,256,3
2020-06-23,20602,258,2
2020-06-24,20602,261,3
2020-06-25,20602,264,3
2020-06-26,20602,266,2
2020-06-27,20602,267,1
2020-06-28,20602,267,0
2020-06-29,20602,272,5
2020-06-30,20602,275,3
2020-07-01,20602,276,1
2020-07-02,20602,284,8
2020-07-03,20602,286,2
2020-07-04,20602,286,0
2020-07-05,20602,288,2
2020-07-06,20602,288,0
2020-07-07,20602,288,0
2020-07-08,20602,293,5
2020-07-09,20602,293,0
2020-07-10,20602,296,3
2020-07-11,20602,299,3
2020-07-12,20602,304,5
2020-07-13,20602,304,0
2020-07-14,20602,303,0
2020-07-15,20602,305,2
2020-07-16,20602,310,5
2020-07-17,20602,312,2
2020-04-11,20603,62,NA
2020-04-12,20603,68,6
2020-04-13,20603,75,7
2020-04-14,20603,79,4
2020-04-15,20603,82,3
2020-04-16,20603,86,4
2020-04-17,20603,88,2
2020-04-18,20603,95,7
2020-04-19,20603,99,4
2020-04-20,20603,100,1
2020-04-21,20603,116,16
2020-04-22,20603,118,2
2020-04-23,20603,120,2
2020-04-24,20603,132,12
2020-04-25,20603,139,7
2020-04-26,20603,143,4
2020-04-27,20603,144,1
2020-04-28,20603,147,3
2020-04-29,20603,150,3
2020-04-30,20603,160,10
2020-05-01,20603,161,1
2020-05-02,20603,161,0
2020-05-03,20603,164,3
2020-05-04,20603,166,2
2020-05-05,20603,166,0
2020-05-06,20603,172,6
2020-05-07,20603,180,8
2020-05-08,20603,185,5
2020-05-09,20603,188,3
2020-05-10,20603,194,6
2020-05-11,20603,194,0
2020-05-12,20603,194,0
2020-05-13,20603,195,1
2020-05-14,20603,199,4
2020-05-15,20603,205,6
2020-05-16,20603,209,4
2020-05-17,20603,213,4
2020-05-18,20603,213,0
2020-05-19,20603,223,10
2020-05-20,20603,228,5
2020-05-21,20603,235,7
2020-05-22,20603,239,4
2020-05-23,20603,240,1
2020-05-24,20603,242,2
2020-05-25,20603,242,0
2020-05-26,20603,242,0
2020-05-27,20603,245,3
2020-05-28,20603,251,6
2020-05-29,20603,258,7
2020-05-30,20603,261,3
2020-05-31,20603,265,4
2020-06-01,20603,265,0
2020-06-02,20603,266,1
2020-06-03,20603,269,3
2020-06-04,20603,272,3
2020-06-05,20603,276,4
2020-06-06,20603,276,0
2020-06-07,20603,277,1
2020-06-08,20603,278,1
2020-06-09,20603,278,0
2020-06-10,20603,280,2
2020-06-11,20603,280,0
2020-06-12,20603,281,1
2020-06-13,20603,284,3
2020-06-14,20603,284,0
2020-06-15,20603,287,3
2020-06-16,20603,290,3
2020-06-17,20603,291,1
2020-06-18,20603,291,0
2020-06-19,20603,291,0
2020-06-20,20603,294,3
2020-06-21,20603,296,2
2020-06-22,20603,297,1
2020-06-23,20603,299,2
2020-06-24,20603,299,0
2020-06-25,20603,301,2
2020-06-26,20603,304,3
2020-06-27,20603,307,3
2020-06-28,20603,310,3
2020-06-29,20603,313,3
2020-06-30,20603,315,2
2020-07-01,20603,316,1
2020-07-02,20603,318,2
2020-07-03,20603,319,1
2020-07-04,20603,319,0
2020-07-05,20603,320,1
2020-07-06,20603,320,0
2020-07-07,20603,323,3
2020-07-08,20603,326,3
2020-07-09,20603,326,0
2020-07-10,20603,327,1
2020-07-11,20603,327,0
2020-07-12,20603,329,2
2020-07-13,20603,333,4
2020-07-14,20603,336,3
2020-07-15,20603,339,3
2020-07-16,20603,341,2
2020-07-17,20603,344,3
2020-04-11,20604,0,NA
2020-04-12,20604,0,0
2020-04-13,20604,0,0
2020-04-14,20604,0,0
2020-04-15,20604,0,0
2020-04-16,20604,0,0
2020-04-17,20604,0,0
2020-04-18,20604,0,0
2020-04-19,20604,0,0
2020-04-20,20604,0,0
2020-04-21,20604,0,0
2020-04-22,20604,0,0
2020-04-23,20604,0,0
2020-04-24,20604,0,0
2020-04-25,20604,0,0
2020-04-26,20604,0,0
2020-04-27,20604,0,0
2020-04-28,20604,0,0
